x,y,target
0.35973266219624134,0.08945385718875429,1
0.46457107590873414,-0.11613079464616488,1
-0.3792625309693272,-0.011980788649829321,1
0.38264242847783936,-1.0233154465577454,0
0.305358770972302,1.0431588650236971,0
0.05314069776495038,-0.45126627519962226,1
0.12507810702297176,0.37538586431285503,1
0.10598792785657903,0.9851399966777973,0
-0.8138626021628215,0.8675726206497999,0
0.6642130070875851,-0.7719595047186356,0
1.1687992208936475,-0.11448539714937109,0
0.23659766601242826,0.9300399788224952,0
0.3985292670903693,-0.2505528445428467,1
0.581205778660643,-0.6857978801194685,0
0.42984213812780886,0.974706996955013,0
-0.2583252668681059,0.19488166159521997,1
0.9563222944618245,-0.21125046407177694,0
-0.9900571422368569,0.2592458259155588,0
-0.9516556838185875,0.4125625204244705,0
0.2763369276336491,-0.08517177746604865,1
-0.20144610259849213,-1.053268241316011,0
-0.42122233039756585,1.0324508339355696,0
-0.9044564351339841,0.3156300628711872,0
0.25363404546414,0.39973127136857434,1
-0.273155693454855,-0.23299455311727763,1
-0.2078207891499289,0.515443842870175,1
-0.41104155808089854,0.07415161941508158,1
-0.8626383600872344,0.1790578812399113,0
0.3292996666776392,-0.22092651539009528,1
-0.38911137678294616,-0.37785643888787546,1
-0.9399441839256605,0.6813460146898103,0
0.7384024793146621,-0.6603536838637653,0
0.5132781459800484,0.773212198551673,0
-0.10273875557825624,-1.0088445726863897,0
0.859086477396076,-0.7525523931996146,0
-0.07192843388450022,0.5217771590269268,1
-0.7398331858201733,-0.46053332080901177,0
-0.12512318203486975,0.26109661188446975,1
-0.8898732828245057,-0.2211582753989738,0
0.24814795087584382,-0.9792585440173562,0
0.37004649492332875,0.2966899507849257,1
0.16403253124041883,0.40012299392919426,1
-0.49591855874270324,0.851551827957714,0
0.7884723799841915,-0.458779334143265,0
0.9230486645159327,-0.21018178705497065,0
0.9592874223839012,0.4348341887641566,0
-0.032705134507014955,-0.856553720021536,0
0.1757197991483757,-0.35155544643585146,1
-1.0084887498782136,0.30202334443353085,0
-0.06878355877744813,0.3411895946709027,1
0.28012671925401866,0.3353059320930612,1
-0.7533304748622631,-0.9113501008774969,0
