x,y,target
1.6239268756674805,-0.15271354754845257,1
1.0927667110022061,-0.4200480939035684,1
0.9473718435364549,-0.5395007930137974,1
1.916788837841263,-0.1482909388375226,1
-0.0068983111640590206,0.2973645341450495,1
0.23894166070683384,0.9019357331382718,0
-0.9864829182631345,0.2676920940471927,0
0.9050837025994621,0.2627427603314793,0
-0.9604055178682949,0.3776816094173535,0
-0.9197152932758718,0.6019853882136922,0
1.6629230959913244,-0.2533514502880769,1
2.037990287431224,0.10416663298345868,1
0.9649910509864881,-0.002223722261459546,0
0.7396738956488089,-0.5128648862062268,1
-0.5482642214560294,0.926130080031351,0
0.39558249801514705,0.8224832093380952,0
0.4293748348374793,-0.22303284127133344,1
1.4219500547707162,-0.26345922507068503,1
1.481767373362442,-0.3357287556005291,1
0.6869437990490317,0.5955627376456418,0
0.5702760782927649,0.7568975601691958,0
-0.8984674750549344,0.23628056735149372,0
0.45152579799434556,-0.1608927206698528,1
0.6247531702037988,-0.38308234159954635,1
0.320335816384883,0.8606488404745132,0
0.9518314790297708,-0.3662432076940346,1
1.9484406777823322,0.32440597466084176,1
2.0097997676427766,0.3081330266199629,1
0.48375577142236165,1.0199309412155844,0
0.37998949237633073,-0.03895365705753909,1
-0.5091000748997356,0.9792441383930873,0
1.021910202743389,-0.5407812860756689,1
1.4562041287739513,-0.5239962050632374,1
1.9389690696390356,0.015096178380072448,1
0.7812267239141211,0.6778510651619629,0
0.16063553652867185,0.986496055055104,0
0.7361601679184566,0.6468830323190353,0
2.209710175787863,0.4963949312761494,1
0.08125026353596962,0.048928083441887885,1
0.3974017881989218,-0.48574601841104653,1
-0.7474632022296285,0.7704892725772298,0
0.486586022764128,0.6906931371874435,0
0.9215525093484368,0.36096122195359615,0
-0.593581064955198,0.8639423333352492,0
-0.9920260870192854,0.4801756570463934,0
0.1826030740668939,-0.04775056434277655,1
0.005058759102822757,0.37416466212574384,1
0.6417512255820979,-0.45732561699935004,1
1.9211813896504844,0.31635044611847485,1
1.241516588349486,-0.47265734975015977,1
