x,y,target
0.32832679459403535,0.05410922267464488,0.0
-0.9693792430951396,0.04819026770219842,0.0
0.8552313500560516,0.09791316659281621,0.0
-0.4482901075080834,0.07181272522103463,0.0
0.635609707950775,-0.08612284987294977,0.0
0.48353722399250176,-0.028570247946140034,0.0
0.28920285906765164,-0.0291362397702893,0.0
-0.49039364866879454,-0.092888751330603,0.0
-0.7744744880121543,0.027201271928999543,0.0
-0.6662707313473364,0.030741848528753668,0.0
0.8785357712985931,-0.0529346963215422,0.0
-0.4242851042814193,-0.06402596822474371,0.0
0.17798547603767312,-0.006837176058819838,0.0
-0.3943438098937484,-0.042855935449263964,0.0
-0.5974015235973693,0.061378640423456726,0.0
0.5135343514718611,-0.06935737106330118,0.0
0.7457682860186707,0.04485351177618174,0.0
-0.6405580283848402,0.06199068411624928,0.0
-0.9096305794814508,0.07397982098159436,0.0
0.9068075529435369,-0.03664976109361573,0.0
0.5100201050571913,0.020505271064301528,0.0
0.13288569689330365,0.09285946820473948,0.0
-0.7688152446767107,-0.06714377679122302,0.0
0.9241741776913468,0.026655569466723095,0.0
-0.2215531295195754,0.07694357977579394,0.0
0.8350552818770343,-0.09996607936540275,0.0
0.047347056889786465,-0.018845186391196547,0.0
0.09018586784281002,-0.013084732532544899,0.0
0.7658268355829747,0.0824391444571578,0.0
-0.7290928677800832,0.02340359700980707,0.0
-0.044213256719846106,-0.07071757698542536,0.0
0.2353569258100412,0.062088337825746936,0.0
-0.1548483648742769,0.07866945993733207,0.0
-0.5846684370080444,-0.02818368657624362,0.0
-0.5592377863259554,0.07817540415019494,0.0
-0.022700469790790878,0.06609320429854398,0.0
0.8812500485974282,-0.08183838634032643,0.0
-0.14035020891479166,-0.03822624528014562,0.0
0.41099018904999296,0.026353143625444414,0.0
0.8783736830910689,-0.09513272856542905,0.0
-0.42267074433227125,0.0030624018323719693,0.0
0.689321223585845,-0.006660857280481741,0.0
-0.57543617597997,-0.011929393167831398,0.0
0.8143718551731358,0.09036561897955314,0.0
-0.2841186360042651,0.030823411473393986,0.0
-0.8339900091473287,0.009763709951706834,0.0
0.7314346317772029,-0.06467341274459726,0.0
